,Speaker,transcript_text,clean_transcript_text,date
37,MR POTTER,MR POTTER Thank you Madam Chair I recommend that the Committee approve the existing Authorization for Domestic Open Market Operations the Authorization for Foreign Currency Operations and the Foreign Currency Directive without amendmentI would like to highlight another item for the Committee’s consideration In January 2009 the Committee suspended the Guidelines for the Conduct of System Operations in Federal Agency Issues in light of the Federal Reserve’s program to purchase agency debt and agency mbs The soma contains a significant amount of agency debt and agency mbs and it continues to conduct transactions in agency mbs securities as part of the reinvestment policy adopted by the Committee Consequently I recommend a continued suspension of these guidelines No Committee vote is needed to continue the suspension,Thank you Madam Chair I recommend that the Committee approve the existing Authorization for Domestic Open Market Operations the Authorization for Foreign Currency Operations and the Foreign Currency Directive without amendmentI would like to highlight another item for the Committee’s consideration In January 2009 the Committee suspended the Guidelines for the Conduct of System Operations in Federal Agency Issues in light of the Federal Reserve’s program to purchase agency debt and agency mbs The soma contains a significant amount of agency debt and agency mbs and it continues to conduct transactions in agency mbs securities as part of the reinvestment policy adopted by the Committee Consequently I recommend a continued suspension of these guidelines No Committee vote is needed to continue the suspension,20170201
38,CHAIR YELLEN,CHAIR YELLEN Are there comments or questions? [No response] Okay Hearing none we need a motion to approve these documents,Are there comments or questions? [No response] Okay Hearing none we need a motion to approve these documents,20170201
39,MR FISCHER,MR FISCHER So moved ,So moved,20170201
40,CHAIR YELLEN,CHAIR YELLEN Okay Second?,Okay Second?,20170201
41,VICE CHAIRMAN DUDLEY,VICE CHAIRMAN DUDLEY Second,Second,20170201
42,CHAIR YELLEN,CHAIR YELLEN Without objection Okay That takes us up to agenda item 5 which pertains to the Program for Security of fomc Information As you know the staff have proposed several relatively minor changes Two of them would afford more flexibility in the classification or downgrading of fomc information in certain circumstances A third change would simply conform the program to a change made by the Committee last year to the foreign authorization regarding Federal Reserve staff who are authorized to discuss System foreign currency operations with the Treasury Are there any questions about the program? [No response] If not do I have a motion to approve the proposed changes to the program?,Without objection Okay That takes us up to agenda item 5 which pertains to the Program for Security of fomc Information As you know the staff have proposed several relatively minor changes Two of them would afford more flexibility in the classification or downgrading of fomc information in certain circumstances A third change would simply conform the program to a change made by the Committee last year to the foreign authorization regarding Federal Reserve staff who are authorized to discuss System foreign currency operations with the Treasury Are there any questions about the program? [No response] If not do I have a motion to approve the proposed changes to the program?,20170201
43,MR FISCHER,MR FISCHER So moved ,So moved,20170201
44,CHAIR YELLEN,CHAIR YELLEN Second? ,Second?,20170201
45,MR TARULLO,MR TARULLO Second,Second,20170201
46,CHAIR YELLEN,CHAIR YELLEN Thank you Without objection Okay Our sixth agenda item is on the Statement on Longer-Run Goals and Monetary Policy Strategy also known as the consensus statement We made important changes last year But this year only one small routine change is proposed—namely the annual updating of the reference to the median of fomc participants’ estimates of the longer-run normal rate of unemployment In this case it’s an update from9 percent to 48 percentI should note that the first day of the semiannual monetary policy testimony this year will be February 14 which is before the release of the minutes of this meeting The minutes will be released on February 22 So the updated consensus statement would be released first this year in the coming Monetary Policy Report and then would also be included in the minutesNow this is an important document and I suggest we proceed as we have in the past first by taking a straw poll to ascertain the views of all Committee participants By doing thatthe minutes can record the strength of support for the statement Then we’re actually going to go around and vote and have the Committee members vote on the statement So I’d like to start with the straw poll and ask participants to raise your hand if you support the statement [Show of hands] Are there any opposed to the statement? [No response] Are there any abstentions? [No response] Okay I think we can record that the statement commands unanimous support among the Committee participants And now we need to actually have a formal vote so I’m going to ask members only to raise your hand if you support the statement [Show of hands] Any opposed? [No response] Okay Thank you very muchLet’s see That takes us to item 7 which is about revisions to the external communications policies As you know the subcommittee on communications provided a memo on this topic to the Committee in early December took comments and then circulated a final proposal on January 18I think most of us would agree that an earlier start to the blackout is compelling in order to align it with the first circulation to participants of draft policy alternatives Starting blackout just before draft policy alternatives are distributed should help prevent the appearance that fomc participants or the Federal Reserve staff might be divulging confidential fomc information I believe the other proposed policy changes—almost all of which deal with blackout issues—are also helpfulNow the new policies if you vote to approve them will be effective immediately However because the first date of the earlier blackout under the revised schedule would be Saturday March 4 the proposal in effect builds in a transition period of a bit more than a monthAs was noted in the January 18 memo the subcommittee and I strongly recommend that if it’s reasonably possible participants cancel any appearances to speak during the extendedblackout period or choose to speak about a topic other than monetary policy But the subcommittee recommended that the Committee authorize the Chair to make determinations whether to approve any preexisting commitments that cannot be canceled and for which the topic cannot be changed And for any approved appearances in these circumstances the participant or staff member would be required to refrain from accessing in any way draft monetary policy alternatives or other Class I or Class ii fomc information prepared for the relevant Committee meeting in the weeks prior to the preexisting speaking engagementFinally I should note that these changes to the communications policies if we adopt them will not become public until the minutes of this meeting are released on February 22 Principals and the staff will need to move ahead shortly after the meeting to implement the new requirements but some staff members who will need to be involved in implementation do not actually have fomc clearance Accordingly I’m recommending that the Committee agree that the new communications policies that would normally be Class iii fomc information until their release instead be labeled Internal fr until their publication on February 22 That way the staff who are involved with appearances or publications can be informed of the new policies and immediately start to implement them before they’re publishedLet me take a breather there for a second Are there any further comments on these policies from participants? [No response] Okay Well seeing no further comments like the consensus statement our guidelines on external communications have a significance that carries beyond a single year And therefore I think it’s appropriate as we did in the case of the consensus statement to first start with a straw poll of all Committee participants to gauge the breadth of support for these policy changes and then I’ll call for a narrower vote by the Committee I’d like to start with a straw poll and ask you to please raise your hand if you aresupportive of the changes [Show of hands] Is there anyone who’s opposed? [No response] Okay What I see is unanimous support for these changes And let’s now take a formal vote of members of the Committee All in favor? [Show of hands] Any opposed? [Show of hands] Okay The ayes have it by a wide marginOkay That takes us to item 8 which is the “Proposed Addition of Fan Charts to the Summary of Economic Projections” As you know the Committee has been discussing for some time the possible addition of fan charts to the sep that would depict uncertainty in the projections In early November the subcommittee circulated a revised proposal to the Committee and over the next few weeks subcommittee members consulted with each Committee participant The subcommittee then provided an update to the Committee in early January that addressed comments raised in the November conversations My understanding is that almost all participants have expressed support for the proposal and those who have concerns or reservations have indicated that they would not object to moving forward My personal view is that the fan charts are a useful and straightforward way to convey to the public the considerable uncertainty surrounding the sep numbersSo at this point it looks like we’re ready to proceed and before we do so let me just ask again is there anyone who has a comment or wants to raise an objection to proceeding with this? Governor Tarullo,Thank you Without objection Okay Our sixth agenda item is on the Statement on Longer-Run Goals and Monetary Policy Strategy also known as the consensus statement We made important changes last year But this year only one small routine change is proposed—namely the annual updating of the reference to the median of fomc participants’ estimates of the longer-run normal rate of unemployment In this case it’s an update from9 percent to 48 percentI should note that the first day of the semiannual monetary policy testimony this year will be February 14 which is before the release of the minutes of this meeting The minutes will be released on February 22 So the updated consensus statement would be released first this year in the coming Monetary Policy Report and then would also be included in the minutesNow this is an important document and I suggest we proceed as we have in the past first by taking a straw poll to ascertain the views of all Committee participants By doing thatthe minutes can record the strength of support for the statement Then we’re actually going to go around and vote and have the Committee members vote on the statement So I’d like to start with the straw poll and ask participants to raise your hand if you support the statement [Show of hands] Are there any opposed to the statement? [No response] Are there any abstentions? [No response] Okay I think we can record that the statement commands unanimous support among the Committee participants And now we need to actually have a formal vote so I’m going to ask members only to raise your hand if you support the statement [Show of hands] Any opposed? [No response] Okay Thank you very muchLet’s see That takes us to item 7 which is about revisions to the external communications policies As you know the subcommittee on communications provided a memo on this topic to the Committee in early December took comments and then circulated a final proposal on January 18I think most of us would agree that an earlier start to the blackout is compelling in order to align it with the first circulation to participants of draft policy alternatives Starting blackout just before draft policy alternatives are distributed should help prevent the appearance that fomc participants or the Federal Reserve staff might be divulging confidential fomc information I believe the other proposed policy changes—almost all of which deal with blackout issues—are also helpfulNow the new policies if you vote to approve them will be effective immediately However because the first date of the earlier blackout under the revised schedule would be Saturday March 4 the proposal in effect builds in a transition period of a bit more than a monthAs was noted in the January 18 memo the subcommittee and I strongly recommend that if it’s reasonably possible participants cancel any appearances to speak during the extendedblackout period or choose to speak about a topic other than monetary policy But the subcommittee recommended that the Committee authorize the Chair to make determinations whether to approve any preexisting commitments that cannot be canceled and for which the topic cannot be changed And for any approved appearances in these circumstances the participant or staff member would be required to refrain from accessing in any way draft monetary policy alternatives or other Class I or Class ii fomc information prepared for the relevant Committee meeting in the weeks prior to the preexisting speaking engagementFinally I should note that these changes to the communications policies if we adopt them will not become public until the minutes of this meeting are released on February 22 Principals and the staff will need to move ahead shortly after the meeting to implement the new requirements but some staff members who will need to be involved in implementation do not actually have fomc clearance Accordingly I’m recommending that the Committee agree that the new communications policies that would normally be Class iii fomc information until their release instead be labeled Internal fr until their publication on February 22 That way the staff who are involved with appearances or publications can be informed of the new policies and immediately start to implement them before they’re publishedLet me take a breather there for a second Are there any further comments on these policies from participants? [No response] Okay Well seeing no further comments like the consensus statement our guidelines on external communications have a significance that carries beyond a single year And therefore I think it’s appropriate as we did in the case of the consensus statement to first start with a straw poll of all Committee participants to gauge the breadth of support for these policy changes and then I’ll call for a narrower vote by the Committee I’d like to start with a straw poll and ask you to please raise your hand if you aresupportive of the changes [Show of hands] Is there anyone who’s opposed? [No response] Okay What I see is unanimous support for these changes And let’s now take a formal vote of members of the Committee All in favor? [Show of hands] Any opposed? [Show of hands] Okay The ayes have it by a wide marginOkay That takes us to item 8 which is the “Proposed Addition of Fan Charts to the Summary of Economic Projections” As you know the Committee has been discussing for some time the possible addition of fan charts to the sep that would depict uncertainty in the projections In early November the subcommittee circulated a revised proposal to the Committee and over the next few weeks subcommittee members consulted with each Committee participant The subcommittee then provided an update to the Committee in early January that addressed comments raised in the November conversations My understanding is that almost all participants have expressed support for the proposal and those who have concerns or reservations have indicated that they would not object to moving forward My personal view is that the fan charts are a useful and straightforward way to convey to the public the considerable uncertainty surrounding the sep numbersSo at this point it looks like we’re ready to proceed and before we do so let me just ask again is there anyone who has a comment or wants to raise an objection to proceeding with this? Governor Tarullo,20170201
47,MR TARULLO,MR TARULLO I have no objection I fall in that latter category Madam Chair of people who had questions but didn’t want to be in opposition I want to address the somewhat broader issue of the sep itself I know this is not the time for an extended discussion but I hope that at some point we will have an opportunity to discuss it As I think about our experience with it since it was put in place I honestly cannot tell whether on net it’s been somewhatpositive or on net it’s been somewhat negative in terms of communicating effectively with the public But the fact that I think it’s thatse a call suggests to me that there should be a good opportunity to have some discussion about ways that it might be improved and perhaps we should step back a little bit and ask ourselves if it has worked as intended,I have no objection I fall in that latter category Madam Chair of people who had questions but didn’t want to be in opposition I want to address the somewhat broader issue of the sep itself I know this is not the time for an extended discussion but I hope that at some point we will have an opportunity to discuss it As I think about our experience with it since it was put in place I honestly cannot tell whether on net it’s been somewhatpositive or on net it’s been somewhat negative in terms of communicating effectively with the public But the fact that I think it’s thatse a call suggests to me that there should be a good opportunity to have some discussion about ways that it might be improved and perhaps we should step back a little bit and ask ourselves if it has worked as intended,20170201
48,CHAIR YELLEN,CHAIR YELLEN Okay Well we will consider taking that up in due course and consult with the subcommittee on communications about that Seeing no objections to moving forward then the minutes of this meeting will note that participants agreed to include fan charts in the sep effective with the March 2017 minutes In terms of implementation a staff paper that covers fan charts and more generally measures the uncertainty in macroeconomic projections will be released to the public shortly after the publication of the minutes of the current meeting We will provide you with that paper in advance of its publication and I also understand that in advance of our March meeting our Public Affairs Office will release templates of the fan charts so the public can see what they will look like Those would use data given in the December 2016 sep And my understanding is that we don’t need a vote on this and we simply have widespread support and will go ahead and do itOkay Well that completes our organizational items We’re making great progress and let me turn things over to Simon who’s going to give us the Desk briefing,Okay Well we will consider taking that up in due course and consult with the subcommittee on communications about that Seeing no objections to moving forward then the minutes of this meeting will note that participants agreed to include fan charts in the sep effective with the March 2017 minutes In terms of implementation a staff paper that covers fan charts and more generally measures the uncertainty in macroeconomic projections will be released to the public shortly after the publication of the minutes of the current meeting We will provide you with that paper in advance of its publication and I also understand that in advance of our March meeting our Public Affairs Office will release templates of the fan charts so the public can see what they will look like Those would use data given in the December 2016 sep And my understanding is that we don’t need a vote on this and we simply have widespread support and will go ahead and do itOkay Well that completes our organizational items We’re making great progress and let me turn things over to Simon who’s going to give us the Desk briefing,20170201
